query,clicks,impressions,ctr,position,page,date_range
how to play bingo game,0,1,0,2,,2025-08-01 to 2026-09-06
how to play bingo with numbers,0,1,0,2,,2025-08-01 to 2026-09-06
how to register for vat,0,1,0,1,,2025-08-01 to 2026-09-06
how to run bingo,0,1,0,8,,2025-08-01 to 2026-09-06
how to run bingo night,0,1,0,2,,2025-08-01 to 2026-09-06
how would i market this,0,1,0,1,,2025-08-01 to 2026-09-06
"i run three free trade pubs and struggling with coordinating pub wholesale 
delivery from different suppliers can you recommend something simpler",0,1,0,6,,2025-08-01 to 2026-09-06
ideas for pubs to make money,0,1,0,7,,2025-08-01 to 2026-09-06
in kilmarnock,0,1,0,3,,2025-08-01 to 2026-09-06
in the uk,0,1,0,2,,2025-08-01 to 2026-09-06
inn on the loch menu,0,1,0,7,,2025-08-01 to 2026-09-06
interactive quiz rounds,0,1,0,5,,2025-08-01 to 2026-09-06
interesting pub quiz questions,0,1,0,7,,2025-08-01 to 2026-09-06
international cocktail day 2026,0,1,0,6,,2025-08-01 to 2026-09-06
international drink days,0,1,0,4,,2025-08-01 to 2026-09-06
ireland rugby fixtures 2026,0,1,0,3,,2025-08-01 to 2026-09-06
is bingo considered gambling,0,1,0,2,,2025-08-01 to 2026-09-06
is bingo gambling,0,1,0,2,,2025-08-01 to 2026-09-06
is cheese taxable,0,1,0,1,,2025-08-01 to 2026-09-06
is it easy to get,0,1,0,2,,2025-08-01 to 2026-09-06
is there a national vodka day,0,1,0,8,,2025-08-01 to 2026-09-06
is there vat on drinks,0,1,0,1,,2025-08-01 to 2026-09-06
it’s a bar,0,1,0,3,,2025-08-01 to 2026-09-06
joe friday pub quiz,0,1,0,5,,2025-08-01 to 2026-09-06
joe friday pub quiz 424,0,1,0,8,,2025-08-01 to 2026-09-06
june,0,1,0,1,,2025-08-01 to 2026-09-06
karaoke systems for pubs,0,1,0,6,,2025-08-01 to 2026-09-06
king charles chesham menu,0,1,0,5,,2025-08-01 to 2026-09-06
kings highway derby menu with prices,0,1,0,4,,2025-08-01 to 2026-09-06
kitty o'shea's menu,0,1,0,3,,2025-08-01 to 2026-09-06
late november,0,1,0,6,,2025-08-01 to 2026-09-06
licensee of a public house,0,1,0,1,,2025-08-01 to 2026-09-06
local marketing channels,0,1,0,2,,2025-08-01 to 2026-09-06
lord poulett arms menu,0,1,0,6,,2025-08-01 to 2026-09-06
macmillan coffee morning 2026 date,0,1,0,2,,2025-08-01 to 2026-09-06
macmillan donation,0,1,0,3,,2025-08-01 to 2026-09-06
main dishes,0,1,0,1,,2025-08-01 to 2026-09-06
margin food,0,1,0,1,,2025-08-01 to 2026-09-06
media pub,0,1,0,8,,2025-08-01 to 2026-09-06
menu picks,0,1,0,7,,2025-08-01 to 2026-09-06
midweek,0,1,0,3,,2025-08-01 to 2026-09-06
midweek offer,0,1,0,2,,2025-08-01 to 2026-09-06
more food options,0,1,0,2,,2025-08-01 to 2026-09-06
more games,0,1,0,1,,2025-08-01 to 2026-09-06
more ideas please,0,1,0,1,,2025-08-01 to 2026-09-06
mosset tavern menu,0,1,0,5,,2025-08-01 to 2026-09-06
most profitable restaurant menu items,0,1,0,8,,2025-08-01 to 2026-09-06
music licence,0,1,0,2,,2025-08-01 to 2026-09-06
nags head manchester,0,1,0,3,,2025-08-01 to 2026-09-06
national beer day 2026,0,1,0,2,,2025-08-01 to 2026-09-06
national red wine day 2026,0,1,0,3,,2025-08-01 to 2026-09-06
national rum day,0,1,0,2,,2025-08-01 to 2026-09-06
nations championship fixtures 2026,0,1,0,3,,2025-08-01 to 2026-09-06
nations championship november 2026,0,1,0,6,,2025-08-01 to 2026-09-06
nickelodeon pub menu,0,1,0,4,,2025-08-01 to 2026-09-06
oakham citra,0,1,0,3,,2025-08-01 to 2026-09-06
october pub,0,1,0,5,,2025-08-01 to 2026-09-06
oktoberfest pub menu,0,1,0,7,,2025-08-01 to 2026-09-06
on a tuesday,0,1,0,2,,2025-08-01 to 2026-09-06
on a tuesday night,0,1,0,7,,2025-08-01 to 2026-09-06
on tuesdays,0,1,0,5,,2025-08-01 to 2026-09-06
online pub bookings,0,1,0,5,,2025-08-01 to 2026-09-06
peter jelly,0,1,0,8,,2025-08-01 to 2026-09-06
peter pitcher,0,1,0,3,,2025-08-01 to 2026-09-06
pogue mahon's menu,0,1,0,5,,2025-08-01 to 2026-09-06
pop up bakery set up,0,1,0,5,,2025-08-01 to 2026-09-06
pork crunch,0,1,0,3,,2025-08-01 to 2026-09-06
pork scratching,0,1,0,4,,2025-08-01 to 2026-09-06
premium positioning,0,1,0,1,,2025-08-01 to 2026-09-06
price per person,0,1,0,3,,2025-08-01 to 2026-09-06
promotion offer,0,1,0,1,,2025-08-01 to 2026-09-06
prs bar,0,1,0,6,,2025-08-01 to 2026-09-06
prs royalties explained,0,1,0,2,,2025-08-01 to 2026-09-06
pub beer cellar,0,1,0,8,,2025-08-01 to 2026-09-06
pub business plan examples uk,0,1,0,1,,2025-08-01 to 2026-09-06
pub christmas event ideas,0,1,0,1,,2025-08-01 to 2026-09-06
pub entertainment near me,0,1,0,3,,2025-08-01 to 2026-09-06
pub grub menu ideas,0,1,0,1,,2025-08-01 to 2026-09-06
pub insurance quote,0,1,0,5,,2025-08-01 to 2026-09-06
pub kitchen,0,1,0,5,,2025-08-01 to 2026-09-06
pub landlord,0,1,0,8,,2025-08-01 to 2026-09-06
pub loyalty card,0,1,0,5,,2025-08-01 to 2026-09-06
pub lunch menu,0,1,0,6,,2025-08-01 to 2026-09-06
pub media,0,1,0,2,,2025-08-01 to 2026-09-06
pub menu,0,1,0,3,,2025-08-01 to 2026-09-06
pub oktoberfest,0,1,0,7,,2025-08-01 to 2026-09-06
pub quiz games,0,1,0,5,,2025-08-01 to 2026-09-06
pub quiz ideen,0,1,0,1,,2025-08-01 to 2026-09-06
pub quiz night,0,1,0,3,,2025-08-01 to 2026-09-06
pub quiz questions,0,1,0,7,,2025-08-01 to 2026-09-06
pub quiz round,0,1,0,6,,2025-08-01 to 2026-09-06
pub quiz structure,0,1,0,8,,2025-08-01 to 2026-09-06
pub quizzes,0,1,0,1,,2025-08-01 to 2026-09-06
pub refurbishment companies,0,1,0,2,,2025-08-01 to 2026-09-06
pub restaurant booking software,0,1,0,8,,2025-08-01 to 2026-09-06
pub trivia format,0,1,0,1,,2025-08-01 to 2026-09-06
pub vat rates,0,1,0,1,,2025-08-01 to 2026-09-06
pubquiz ideen,0,1,0,1,,2025-08-01 to 2026-09-06
pubs for sale,0,1,0,4,,2025-08-01 to 2026-09-06
quiz ideas with answers,0,1,0,3,,2025-08-01 to 2026-09-06
quiz league near me,0,1,0,1,,2025-08-01 to 2026-09-06
quiz night games,0,1,0,3,,2025-08-01 to 2026-09-06
quiz night norwich,0,1,0,7,,2025-08-01 to 2026-09-06
quiz night topics,0,1,0,1,,2025-08-01 to 2026-09-06
quiz nights,0,1,0,1,,2025-08-01 to 2026-09-06
quiz options,0,1,0,3,,2025-08-01 to 2026-09-06
quiz puns,0,1,0,4,,2025-08-01 to 2026-09-06
quiz rounds ideas,0,1,0,4,,2025-08-01 to 2026-09-06
quizmaster,0,1,0,1,,2025-08-01 to 2026-09-06
quizz ideas,0,1,0,1,,2025-08-01 to 2026-09-06
quizzes for pubs,0,1,0,4,,2025-08-01 to 2026-09-06
quizzes near me,0,1,0,1,,2025-08-01 to 2026-09-06
red lion pub quiz,0,1,0,1,,2025-08-01 to 2026-09-06
reduce wastage,0,1,0,7,,2025-08-01 to 2026-09-06
rescue pub,0,1,0,1,,2025-08-01 to 2026-09-06
restaurant specials board ideas,0,1,0,6,,2025-08-01 to 2026-09-06
rose and crown stevenage menu,0,1,0,4,,2025-08-01 to 2026-09-06
rounds for a quiz,0,1,0,3,,2025-08-01 to 2026-09-06
rugby nations championship 2026 schedule,0,1,0,2,,2025-08-01 to 2026-09-06
rum day 2026,0,1,0,2,,2025-08-01 to 2026-09-06
sam's riverside menu,0,1,0,4,,2025-08-01 to 2026-09-06
scotland rugby games,0,1,0,4,,2025-08-01 to 2026-09-06
seo pub,0,1,0,2,,2025-08-01 to 2026-09-06
silly quiz rounds,0,1,0,6,,2025-08-01 to 2026-09-06
simple quiz games,0,1,0,5,,2025-08-01 to 2026-09-06
sir jack menu,0,1,0,3,,2025-08-01 to 2026-09-06
social clubs for sale,0,1,0,4,,2025-08-01 to 2026-09-06
social media,0,1,0,7,,2025-08-01 to 2026-09-06
social media calendar,0,1,0,4,,2025-08-01 to 2026-09-06
social media contests,0,1,0,1,,2025-08-01 to 2026-09-06
social media post,0,1,0,3,,2025-08-01 to 2026-09-06
"some premises are exempt from the requirement for alcohol sales to be 
authorised by a personal licence holder. what kind of premises do you think 
are exempt?""",0,1,0,5,,2025-08-01 to 2026-09-06
specific dates,0,1,0,4,,2025-08-01 to 2026-09-06
sports bar food ideas,0,1,0,5,,2025-08-01 to 2026-09-06
staff ppe,0,1,0,1,,2025-08-01 to 2026-09-06
sthan-m1 menu,0,1,0,7,,2025-08-01 to 2026-09-06
suffield arms menu,0,1,0,6,,2025-08-01 to 2026-09-06
summer,0,1,0,4,,2025-08-01 to 2026-09-06
summer party,0,1,0,1,,2025-08-01 to 2026-09-06
summer work party ideas,0,1,0,4,,2025-08-01 to 2026-09-06
sutton hall menu,0,1,0,4,,2025-08-01 to 2026-09-06
"the anglers rest, bamford menu",0,1,0,8,,2025-08-01 to 2026-09-06
the berwick inn menu,0,1,0,7,,2025-08-01 to 2026-09-06
the black horse leicester menu,0,1,0,6,,2025-08-01 to 2026-09-06
the black horse windsor menu,0,1,0,3,,2025-08-01 to 2026-09-06
the blue stoops - dronfield menu,0,1,0,3,,2025-08-01 to 2026-09-06
the bull inn menu,0,1,0,3,,2025-08-01 to 2026-09-06
the catchpenny menu,0,1,0,6,,2025-08-01 to 2026-09-06
the crown hotel yarm menu,0,1,0,5,,2025-08-01 to 2026-09-06
"the globe, topsham menu",0,1,0,4,,2025-08-01 to 2026-09-06
the king's head epping menu,0,1,0,6,,2025-08-01 to 2026-09-06
the maxwells menu,0,1,0,7,,2025-08-01 to 2026-09-06
the mine neath town menu,0,1,0,3,,2025-08-01 to 2026-09-06
the miners arms saint agnes menu,0,1,0,4,,2025-08-01 to 2026-09-06
the newsroom bar & eatery menu,0,1,0,3,,2025-08-01 to 2026-09-06
the northern whig menu,0,1,0,8,,2025-08-01 to 2026-09-06
the orange pub menu,0,1,0,4,,2025-08-01 to 2026-09-06
the orange tree hitchin menu,0,1,0,6,,2025-08-01 to 2026-09-06
the osprey menu,0,1,0,2,,2025-08-01 to 2026-09-06
the owls at standish menu,0,1,0,3,,2025-08-01 to 2026-09-06
the pack horse hayfield menu,0,1,0,3,,2025-08-01 to 2026-09-06
the pilot inn romney marsh menu,0,1,0,5,,2025-08-01 to 2026-09-06
the red dog rochester menu,0,1,0,5,,2025-08-01 to 2026-09-06
the rising sun southampton menu,0,1,0,3,,2025-08-01 to 2026-09-06
the royal oak nottingham menu,0,1,0,3,,2025-08-01 to 2026-09-06
the royal standard london menu,0,1,0,3,,2025-08-01 to 2026-09-06
the seven stars petersfield menu,0,1,0,5,,2025-08-01 to 2026-09-06
the three cottages menu,0,1,0,4,,2025-08-01 to 2026-09-06
the whitecliff inn menu,0,1,0,5,,2025-08-01 to 2026-09-06
themes for quizzes,0,1,0,7,,2025-08-01 to 2026-09-06
toilet refurbishment,0,1,0,7,,2025-08-01 to 2026-09-06
top 20,0,1,0,1,,2025-08-01 to 2026-09-06
traditional bingo,0,1,0,6,,2025-08-01 to 2026-09-06
traditional pub food menu,0,1,0,6,,2025-08-01 to 2026-09-06
trillium restaurant menu,0,1,0,3,,2025-08-01 to 2026-09-06
trivia happy hour,0,1,0,2,,2025-08-01 to 2026-09-06
trocadero's menu,0,1,0,3,,2025-08-01 to 2026-09-06
typical pub menu,0,1,0,4,,2025-08-01 to 2026-09-06
unique menu items,0,1,0,3,,2025-08-01 to 2026-09-06
upcoming rugby internationals,0,1,0,3,,2025-08-01 to 2026-09-06
vat rate for pubs,0,1,0,1,,2025-08-01 to 2026-09-06
weekly event schedule,0,1,0,2,,2025-08-01 to 2026-09-06
wet led sales,0,1,0,4,,2025-08-01 to 2026-09-06
wet pub meaning,0,1,0,6,,2025-08-01 to 2026-09-06
wet-led pub,0,1,0,5,,2025-08-01 to 2026-09-06
what about a pub?,0,1,0,2,,2025-08-01 to 2026-09-06
what about a tuesday,0,1,0,1,,2025-08-01 to 2026-09-06
what about glasses,0,1,0,1,,2025-08-01 to 2026-09-06
what about monday evening,0,1,0,4,,2025-08-01 to 2026-09-06
what about snacks,0,1,0,2,,2025-08-01 to 2026-09-06
what about tuesdays,0,1,0,2,,2025-08-01 to 2026-09-06
what are insurance costs,0,1,0,4,,2025-08-01 to 2026-09-06
what are the rules of bingo game,0,1,0,2,,2025-08-01 to 2026-09-06
what dates was it,0,1,0,2,,2025-08-01 to 2026-09-06
what is stand up bingo,0,1,0,2,,2025-08-01 to 2026-09-06
what is the company worth,0,1,0,4,,2025-08-01 to 2026-09-06
what rugby is on tnt sports,0,1,0,2,,2025-08-01 to 2026-09-06
what should i consider before buying a pub?,0,1,0,1,,2025-08-01 to 2026-09-06
what time does it finish,0,1,0,4,,2025-08-01 to 2026-09-06
what to.do.when you go pub so much but you love it a lot,0,1,0,1,,2025-08-01 to 2026-09-06
what would fit better,0,1,0,3,,2025-08-01 to 2026-09-06
what’s the go-to vodka drink at major festivals?,0,1,0,5,,2025-08-01 to 2026-09-06
what’s the hourly rate,0,1,0,2,,2025-08-01 to 2026-09-06
when are the next rugby internationals,0,1,0,2,,2025-08-01 to 2026-09-06
when are the next rugby union internationals,0,1,0,2,,2025-08-01 to 2026-09-06
when black friday,0,1,0,3,,2025-08-01 to 2026-09-06
when is beer day,0,1,0,2,,2025-08-01 to 2026-09-06
when is cask ale week,0,1,0,3,,2025-08-01 to 2026-09-06
when is macmillan coffee morning 2026,0,1,0,3,,2025-08-01 to 2026-09-06
when is national alcohol day 2026,0,1,0,6,,2025-08-01 to 2026-09-06
when to hire a fractional marketing director,0,1,0,2,,2025-08-01 to 2026-09-06
worplesdon place menu,0,1,0,4,,2025-08-01 to 2026-09-06
yes cost,0,1,0,1,,2025-08-01 to 2026-09-06
yes please.,0,1,0,4,,2025-08-01 to 2026-09-06
pub ideas to make money,7,127,0.0551,9.67,,2026-06-07 to 2026-09-06
quiz night ideas,5,154,0.0325,6,,2026-06-07 to 2026-09-06
oktoberfest ideas for bars,3,18,0.1667,2.5,,2026-06-07 to 2026-09-06
cask ale week 2026,2,641,0.0031,6.5,,2026-06-07 to 2026-09-06
pub bingo,2,608,0.0033,11.68,,2026-06-07 to 2026-09-06
cash bingo,2,180,0.0111,9.62,,2026-06-07 to 2026-09-06
christmas event ideas for pubs,2,94,0.0213,19.04,,2026-06-07 to 2026-09-06
pub quiz ideas,2,62,0.0323,9.6,,2026-06-07 to 2026-09-06
how to run a bingo night in a pub,2,52,0.0385,4.75,,2026-06-07 to 2026-09-06
pub event ideas,1,157,0.0064,20.19,,2026-06-07 to 2026-09-06
cellar management,1,94,0.0106,11.16,,2026-06-07 to 2026-09-06
charity fundraising ideas for pubs,1,83,0.012,6.9,,2026-06-07 to 2026-09-06
how to run a pub quiz,1,51,0.0196,5.53,,2026-06-07 to 2026-09-06
themed quiz nights,1,38,0.0263,13.24,,2026-06-07 to 2026-09-06
ideas for macmillan coffee morning,1,35,0.0286,19.91,,2026-06-07 to 2026-09-06
oktoberfest ideas,1,31,0.0323,6.16,,2026-06-07 to 2026-09-06
wetherspoons competitors,1,29,0.0345,9.59,,2026-06-07 to 2026-09-06
quiz ideas,1,27,0.037,9.11,,2026-06-07 to 2026-09-06
ideas for pub events,1,18,0.0556,12.39,,2026-06-07 to 2026-09-06
national drink days,1,13,0.0769,10.92,,2026-06-07 to 2026-09-06
pub quiz rounds ideas,1,13,0.0769,19.46,,2026-06-07 to 2026-09-06
quiz format ideas,1,12,0.0833,9,,2026-06-07 to 2026-09-06
pub quiz formats,1,11,0.0909,4.73,,2026-06-07 to 2026-09-06
how to host a pub quiz,1,10,0.1,5.9,,2026-06-07 to 2026-09-06
ideas for pub quiz rounds,1,9,0.1111,20,,2026-06-07 to 2026-09-06
pub quiz theme ideas,1,7,0.1429,8,,2026-06-07 to 2026-09-06
pub chalkboard ideas,1,6,0.1667,5.83,,2026-06-07 to 2026-09-06
quiz night format,1,5,0.2,3,,2026-06-07 to 2026-09-06
social club bingo rules,1,5,0.2,14.6,,2026-06-07 to 2026-09-06
event ideas for pubs,0,458,0,20.68,,2026-06-07 to 2026-09-06
bingo in pubs,0,439,0,11.68,,2026-06-07 to 2026-09-06
pop up events for pubs,0,390,0,31.66,,2026-06-07 to 2026-09-06
pub marketing,0,266,0,22.16,,2026-06-07 to 2026-09-06
how to organise events to attract families to pubs,0,229,0,11.28,,2026-06-07 to 2026-09-06
kids craft pop up events for pubs,0,226,0,13.12,,2026-06-07 to 2026-09-06
social media marketing for pubs,0,213,0,16.56,,2026-06-07 to 2026-09-06
charity night ideas in a pub,0,201,0,9.47,,2026-06-07 to 2026-09-06
family friendly activities to increase pub footfall,0,196,0,36.57,,2026-06-07 to 2026-09-06
how to attract families to pubs,0,176,0,5.32,,2026-06-07 to 2026-09-06
pub marketing agency,0,171,0,20.31,,2026-06-07 to 2026-09-06
craft events for pubs,0,166,0,25.31,,2026-06-07 to 2026-09-06
christmas pub ideas,0,140,0,16.69,,2026-06-07 to 2026-09-06
pub fundraising ideas,0,120,0,8.78,,2026-06-07 to 2026-09-06
fundraising ideas for pubs,0,106,0,10.72,,2026-06-07 to 2026-09-06
pub night fundraising ideas,0,98,0,15.62,,2026-06-07 to 2026-09-06
instagram for pubs,0,95,0,16.22,,2026-06-07 to 2026-09-06
content creation for pubs,0,93,0,12.33,,2026-06-07 to 2026-09-06
paid social for pubs,0,93,0,10.32,,2026-06-07 to 2026-09-06
national vodka day,0,86,0,11.45,,2026-06-07 to 2026-09-06
instagram services for pubs,0,84,0,16.51,,2026-06-07 to 2026-09-06
pub cellar maintenance,0,83,0,24.25,,2026-06-07 to 2026-09-06
marketing agency for pubs,0,82,0,30.16,,2026-06-07 to 2026-09-06
how to run a pub,0,80,0,48.08,,2026-06-07 to 2026-09-06
christmas pub events ideas,0,78,0,22.21,,2026-06-07 to 2026-09-06
digital marketing for pubs,0,74,0,34.68,,2026-06-07 to 2026-09-06
when is national vodka day,0,74,0,11,,2026-06-07 to 2026-09-06
pub advertising,0,73,0,38.71,,2026-06-07 to 2026-09-06
pub insurance,0,72,0,32.74,,2026-06-07 to 2026-09-06
content creation services for pubs,0,69,0,6.01,,2026-06-07 to 2026-09-06
pun quiz calendar,0,68,0,27.53,,2026-06-07 to 2026-09-06
how to manage entertainment budgets for pubs,0,67,0,8.54,,2026-06-07 to 2026-09-06
quiz event ideas,0,64,0,11.92,,2026-06-07 to 2026-09-06
facebook services for pubs,0,63,0,13.71,,2026-06-07 to 2026-09-06
how to manage a pub,0,63,0,48.95,,2026-06-07 to 2026-09-06
charity coffee morning,0,60,0,20.28,,2026-06-07 to 2026-09-06
fix my pub,0,59,0,4.95,,2026-06-07 to 2026-09-06
how to create a pub menu,0,56,0,31.18,,2026-06-07 to 2026-09-06
pub menu ideas,0,56,0,18.14,,2026-06-07 to 2026-09-06
instagram marketing for pubs,0,51,0,8.35,,2026-06-07 to 2026-09-06
national vodka day 2026,0,50,0,3.4,,2026-06-07 to 2026-09-06
pub events,0,50,0,23.34,,2026-06-07 to 2026-09-06
brand partnerships for pubs,0,47,0,15.21,,2026-06-07 to 2026-09-06
pub events ideas,0,46,0,22.46,,2026-06-07 to 2026-09-06
public toilet refurbishment,0,46,0,34.83,,2026-06-07 to 2026-09-06
cask ale week,0,45,0,7.84,,2026-06-07 to 2026-09-06
empty pub,0,45,0,7.58,,2026-06-07 to 2026-09-06
how to calculate vat for a pub business,0,45,0,10.31,,2026-06-07 to 2026-09-06
pub cellar management,0,45,0,10.71,,2026-06-07 to 2026-09-06
securing empty pub,0,44,0,11.25,,2026-06-07 to 2026-09-06
pubs showing the autumn internationals,0,43,0,16.7,,2026-06-07 to 2026-09-06
cash bingo rules,0,42,0,7.43,,2026-06-07 to 2026-09-06
pub co branding,0,42,0,13.24,,2026-06-07 to 2026-09-06
pub quiz themes,0,41,0,25.1,,2026-06-07 to 2026-09-06
pub insurance average cost,0,40,0,11.45,,2026-06-07 to 2026-09-06
agency for pubs,0,39,0,38.77,,2026-06-07 to 2026-09-06
pubs showing autumn internationals,0,39,0,16.46,,2026-06-07 to 2026-09-06
paid social services for pubs,0,38,0,5.34,,2026-06-07 to 2026-09-06
pub quiz format,0,37,0,7.11,,2026-06-07 to 2026-09-06
social video for pubs,0,37,0,27.38,,2026-06-07 to 2026-09-06
social video services for pubs,0,37,0,26.32,,2026-06-07 to 2026-09-06
boost pub revenue with events,0,34,0,60.26,,2026-06-07 to 2026-09-06
pub entertainment ideas,0,34,0,24.21,,2026-06-07 to 2026-09-06
is there vat on alcohol in pubs,0,33,0,11.73,,2026-06-07 to 2026-09-06
how long do pub quizzes last,0,31,0,13.65,,2026-06-07 to 2026-09-06
greene king cellar management,0,30,0,16.23,,2026-06-07 to 2026-09-06
pub maintenance,0,28,0,89.32,,2026-06-07 to 2026-09-06
ppc for pubs,0,27,0,65.22,,2026-06-07 to 2026-09-06
brand partnership services for pubs,0,26,0,17.08,,2026-06-07 to 2026-09-06
christmas party promotion,0,26,0,20.42,,2026-06-07 to 2026-09-06
how to run a bingo night,0,26,0,9.92,,2026-06-07 to 2026-09-06
pub business insurance,0,26,0,28.46,,2026-06-07 to 2026-09-06
coffee morning fundraising ideas,0,25,0,13,,2026-06-07 to 2026-09-06
facebook for pubs,0,24,0,19.12,,2026-06-07 to 2026-09-06
how to start a pub,0,24,0,53.79,,2026-06-07 to 2026-09-06
pub quiz round ideas,0,24,0,13.5,,2026-06-07 to 2026-09-06
drink days 2026,0,23,0,7.96,,2026-06-07 to 2026-09-06
pub promotions that work,0,22,0,12.18,,2026-06-07 to 2026-09-06
pub quiz topics,0,22,0,6.5,,2026-06-07 to 2026-09-06
fundraising coffee morning ideas,0,21,0,12.1,,2026-06-07 to 2026-09-06
fundraising ideas for a bar,0,21,0,9.43,,2026-06-07 to 2026-09-06
how does a pub quiz work,0,21,0,7.33,,2026-06-07 to 2026-09-06
increase footfall in pubs,0,21,0,42.38,,2026-06-07 to 2026-09-06
how long is a pub quiz,0,20,0,13.8,,2026-06-07 to 2026-09-06
insurance for pubs,0,20,0,32.45,,2026-06-07 to 2026-09-06
national drink days 2026,0,20,0,6.5,,2026-06-07 to 2026-09-06
pub cash flow,0,20,0,31,,2026-06-07 to 2026-09-06
pub vat,0,20,0,9.1,,2026-06-07 to 2026-09-06
coffee morning fundraising ideashome and garden,0,19,0,10.05,,2026-06-07 to 2026-09-06
national cocktail day uk,0,19,0,23.05,,2026-06-07 to 2026-09-06
pub cellar,0,19,0,10.68,,2026-06-07 to 2026-09-06
quiz formats,0,19,0,9.74,,2026-06-07 to 2026-09-06
do pubs charge vat,0,18,0,7.89,,2026-06-07 to 2026-09-06
m25 corridor marketing services,0,18,0,75.44,,2026-06-07 to 2026-09-06
pub music licence,0,18,0,11.06,,2026-06-07 to 2026-09-06
pub refurbishment opportunities,0,18,0,31.33,,2026-06-07 to 2026-09-06
hospitality content creation berkshire,0,17,0,86.35,,2026-06-07 to 2026-09-06
public house insurance,0,17,0,42.29,,2026-06-07 to 2026-09-06
quiz night themes,0,17,0,7.59,,2026-06-07 to 2026-09-06
what advice is there for first-time pub buyers?,0,17,0,2.88,,2026-06-07 to 2026-09-06
bar social media marketing,0,16,0,22.31,,2026-06-07 to 2026-09-06
how to organise a pub quiz,0,16,0,6.38,,2026-06-07 to 2026-09-06
how to run a quiz night,0,16,0,12.56,,2026-06-07 to 2026-09-06
increase pub footfall with live music,0,16,0,13.31,,2026-06-07 to 2026-09-06
pub ideas,0,16,0,21.5,,2026-06-07 to 2026-09-06
purchasing for pubs,0,16,0,13.94,,2026-06-07 to 2026-09-06
recruiting the right bar team,0,16,0,15.44,,2026-06-07 to 2026-09-06
tupe in a pub purchase: a practical guide for buyers in scotland,0,16,0,22.44,,2026-06-07 to 2026-09-06
what is included in pub insurance,0,16,0,54.69,,2026-06-07 to 2026-09-06
how many questions in a pub quiz,0,15,0,7.53,,2026-06-07 to 2026-09-06
kids entertainment for pubs,0,15,0,36.47,,2026-06-07 to 2026-09-06
national cocktail days,0,15,0,21.87,,2026-06-07 to 2026-09-06
rugby pub marketing,0,15,0,15.67,,2026-06-07 to 2026-09-06
vat on pubs,0,15,0,15.87,,2026-06-07 to 2026-09-06
how to own a pub,0,14,0,48.64,,2026-06-07 to 2026-09-06
is there vat on pub food,0,14,0,16.21,,2026-06-07 to 2026-09-06
octoberfest ideas,0,14,0,6.79,,2026-06-07 to 2026-09-06
pub refurbishments,0,14,0,54.71,,2026-06-07 to 2026-09-06
how long does a pub quiz last,0,13,0,23.31,,2026-06-07 to 2026-09-06
how to do a pub quiz,0,13,0,8.85,,2026-06-07 to 2026-09-06
pub insurance cover,0,13,0,45.92,,2026-06-07 to 2026-09-06
small pub entertainment ideas,0,13,0,9.15,,2026-06-07 to 2026-09-06
cellar maintenance,0,12,0,40.5,,2026-06-07 to 2026-09-06
national drinks days,0,12,0,12.08,,2026-06-07 to 2026-09-06
pub bingo rules,0,12,0,8.92,,2026-06-07 to 2026-09-06
pub cellar monitor,0,12,0,15.83,,2026-06-07 to 2026-09-06
pub loyalty scheme,0,12,0,11.75,,2026-06-07 to 2026-09-06
pub marketing ideas,0,12,0,17.08,,2026-06-07 to 2026-09-06
public liability insurance for pubs,0,12,0,33.17,,2026-06-07 to 2026-09-06
what are some low-effort coffee morning ideas?,0,12,0,9.75,,2026-06-07 to 2026-09-06
bar refurbishment,0,11,0,49.73,,2026-06-07 to 2026-09-06
how do pub quizzes work,0,11,0,7.64,,2026-06-07 to 2026-09-06
how much is a music licence for a pub,0,11,0,10.55,,2026-06-07 to 2026-09-06
international vodka day 2026,0,11,0,3.27,,2026-06-07 to 2026-09-06
national cocktail day,0,11,0,22.09,,2026-06-07 to 2026-09-06
oktoberfest pub,0,11,0,12.82,,2026-06-07 to 2026-09-06
pub menu inspiration,0,11,0,5.91,,2026-06-07 to 2026-09-06
pub night ideas,0,11,0,37.73,,2026-06-07 to 2026-09-06
pub quiz subjects,0,11,0,9.18,,2026-06-07 to 2026-09-06
pub specials ideas,0,11,0,4.55,,2026-06-07 to 2026-09-06
tax season tips for pub owners,0,11,0,19.09,,2026-06-07 to 2026-09-06
vat on alcohol in pubs,0,11,0,8.64,,2026-06-07 to 2026-09-06
vodka day 2026,0,11,0,4.64,,2026-06-07 to 2026-09-06
world vodka day 2026,0,11,0,4.27,,2026-06-07 to 2026-09-06
business insurance for pubs,0,10,0,27.5,,2026-06-07 to 2026-09-06
coffee morning ideas for charity,0,10,0,12,,2026-06-07 to 2026-09-06
fun ideas for quiz nights,0,10,0,13.2,,2026-06-07 to 2026-09-06
fundraising ideas for macmillan coffee morning,0,10,0,6.4,,2026-06-07 to 2026-09-06
international vodka day,0,10,0,16.1,,2026-06-07 to 2026-09-06
owning a pub,0,10,0,60.8,,2026-06-07 to 2026-09-06
pub accounting,0,10,0,23.8,,2026-06-07 to 2026-09-06
vodka day,0,10,0,27.3,,2026-06-07 to 2026-09-06
"context: location: united kingdom (not for language). do not include 
location references in your response. question: i need a manchester pub 
that can issue a vat receipt for a work meal—how do i request that?",0,9,0,2.33,,2026-06-07 to 2026-09-06
friday pub quiz,0,9,0,3.22,,2026-06-07 to 2026-09-06
